//星级|名称
Star_Lv1|一星
BattleDes_31413|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31414|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31415|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31416|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31417|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31418|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31419|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31420|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31501|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31502|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31503|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31504|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31505|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31506|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31507|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31508|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31509|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31510|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31511|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31512|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31513|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31514|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31515|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31516|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31517|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31518|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31519|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31520|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31601|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31602|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31603|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31604|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31605|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31606|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31607|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31608|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31609|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31610|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31611|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31612|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31613|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31614|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31615|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31616|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31617|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31618|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31619|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31620|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31701|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31702|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31703|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31704|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31705|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31706|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31707|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31708|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31709|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31710|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31711|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31712|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31713|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31714|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31715|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31716|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31717|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31718|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31719|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31720|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31721|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31801|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31802|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31803|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31804|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31805|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31806|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31807|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31808|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31809|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31810|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31811|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31812|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31813|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31814|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31815|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31816|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31817|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31818|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31819|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31820|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31821|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31901|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31902|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31903|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31904|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31905|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31906|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31907|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31908|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31909|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31910|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31911|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31912|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
BattleDes_31913|亚琛城防司令格哈德·维尔克上校放下武器投降，亚琛战役盟军取得最后胜利。
